date,direction,clean_amount,description,raw,category
2025-02-06,OUT,20,"Recharge for Customer to           Completed                                          -20.00            4,200.11","TB69WVKKIX         2025-02-06 06:45:29   Recharge for Customer to           Completed                                          -20.00            4,200.11",Uncategorized
2025-02-05,OUT,7,"Customer Transfer of Funds         Completed                                           -7.00            4,220.11","TB54UU4AZU         2025-02-05 17:52:22   Customer Transfer of Funds         Completed                                           -7.00            4,220.11",Uncategorized
2025-02-05,OUT,140,"Customer Transfer to -             Completed                                         -140.00            4,227.11","TB54UU4AZU         2025-02-05 17:52:22   Customer Transfer to -             Completed                                         -140.00            4,227.11",Personal Transfers
2025-02-05,OUT,67,"Pay Bill Charge                    Completed                                          -67.00            4,367.11","TB58UCZD5I         2025-02-05 16:12:28   Pay Bill Charge                    Completed                                          -67.00            4,367.11",Uncategorized
2025-02-05,OUT,20350,"Pay Bill Online to 4700842 -       Completed                                      -20,350.00            4,434.11","TB58UCZD5I         2025-02-05 16:12:28   Pay Bill Online to 4700842 -       Completed                                      -20,350.00            4,434.11",Uncategorized
2025-02-05,OUT,60,"Merchant Payment to 6497873 -      Completed                                          -60.00           24,784.11","TB53UBR31B         2025-02-05 16:04:14   Merchant Payment to 6497873 -      Completed                                          -60.00           24,784.11",Other Merchant Payment
2025-02-05,IN,17329.19,"Business Payment from 4131921 Completed                        17,329.19                               24,844.11","TB51U9XX5V         2025-02-05 15:51:54   Business Payment from 4131921 Completed                        17,329.19                               24,844.11",Income (Business)
2025-02-05,OUT,65,"Merchant Payment to 6863863 -      Completed                                          -65.00            7,514.92","TB59SQ6PDB         2025-02-05 09:35:11   Merchant Payment to 6863863 -      Completed                                          -65.00            7,514.92",Other Merchant Payment
2025-02-05,OUT,8128,"M-Shwari Loan Repayment            Completed                                       -8,128.00            7,579.92","TB59SPIHFV         2025-02-05 09:30:17   M-Shwari Loan Repayment            Completed                                       -8,128.00            7,579.92",Savings/Loans
2025-02-05,IN,15000,"Funds received from -              Completed                   15,000.00                               15,707.92","TB59SNSM71         2025-02-05 09:17:42   Funds received from -              Completed                   15,000.00                               15,707.92",Income (P2P)
2025-02-05,OUT,2000,"Pay Bill Online to 150501 - Completed                                              -2,000.00              707.92","TB51S7O179         2025-02-05 06:58:01   Pay Bill Online to 150501 - Completed                                              -2,000.00              707.92",Uncategorized
2025-02-05,OUT,25,"Recharge for Customer to           Completed                                          -25.00            2,707.92","TB59S7K8PL         2025-02-05 06:56:40   Recharge for Customer to           Completed                                          -25.00            2,707.92",Uncategorized
2025-02-04,OUT,80,"Customer Payment to Small          Completed                                          -80.00            2,732.92","TB48RDA350         2025-02-04 20:39:44   Customer Payment to Small          Completed                                          -80.00            2,732.92",Uncategorized
2025-02-04,OUT,50,"Merchant Payment to 6555770 -      Completed                                          -50.00            2,812.92","TB43NV2LI3         2025-02-04 08:02:51   Merchant Payment to 6555770 -      Completed                                          -50.00            2,812.92",Other Merchant Payment
2025-02-04,OUT,90,"Customer Payment to Small          Completed                                          -90.00            2,862.92","TB49NP0O07         2025-02-04 07:03:33   Customer Payment to Small          Completed                                          -90.00            2,862.92",Uncategorized
2025-02-04,OUT,20,"Recharge for Customer to           Completed                                          -20.00            2,952.92","TB41NO1459         2025-02-04 06:50:37   Recharge for Customer to           Completed                                          -20.00            2,952.92",Uncategorized
2025-02-03,OUT,90,"Customer Payment to Small          Completed                                          -90.00            2,972.92","TB32LQNKMU         2025-02-03 17:52:55   Customer Payment to Small          Completed                                          -90.00            2,972.92",Uncategorized
2025-02-03,OUT,50,"Customer Payment to Small          Completed                                          -50.00            3,062.92","TB38LH8ZBG         2025-02-03 17:01:06   Customer Payment to Small          Completed                                          -50.00            3,062.92",Uncategorized
2025-02-03,OUT,30,"Customer Payment to Small          Completed                                          -30.00            3,112.92","TB31JAPYDF         2025-02-03 08:09:38   Customer Payment to Small          Completed                                          -30.00            3,112.92",Uncategorized
2025-02-03,OUT,100,"Customer Transfer to -             Completed                                         -100.00            3,142.92","TB31J3Q1KR         2025-02-03 07:02:08   Customer Transfer to -             Completed                                         -100.00            3,142.92",Personal Transfers
2025-02-02,OUT,20,"Recharge for Customer to           Completed                                          -20.00            3,242.92","TB21HS94SZ         2025-02-02 19:20:57   Recharge for Customer to           Completed                                          -20.00            3,242.92",Uncategorized
2025-02-02,OUT,50,"Airtime Purchase                   Completed                                          -50.00            3,262.92","TB29F16LY7         2025-02-02 08:30:53   Airtime Purchase                   Completed                                          -50.00            3,262.92",Airtime/Data
2025-02-01,OUT,5,"Pay Bill Charge                    Completed                                           -5.00            3,312.92","TB11EB5V23         2025-02-01 21:55:49   Pay Bill Charge                    Completed                                           -5.00            3,312.92",Uncategorized
2025-02-01,OUT,200,"Pay Bill Online to 888880 - KPLC   Completed                                         -200.00            3,317.92","TB11EB5V23         2025-02-01 21:55:49   Pay Bill Online to 888880 - KPLC   Completed                                         -200.00            3,317.92",Utilities
2025-02-01,OUT,7,"Customer Transfer of Funds         Completed                                           -7.00            3,517.92","TB13CRJ7TT         2025-02-01 17:37:34   Customer Transfer of Funds         Completed                                           -7.00            3,517.92",Uncategorized
2025-02-01,OUT,105,"Customer Transfer to -             Completed                                         -105.00            3,524.92","TB13CRJ7TT         2025-02-01 17:37:34   Customer Transfer to -             Completed                                         -105.00            3,524.92",Personal Transfers
2025-02-01,OUT,65,"Merchant Payment to 6863863 -      Completed                                          -65.00            3,629.92","TB19AKMMW3         2025-02-01 09:16:26   Merchant Payment to 6863863 -      Completed                                          -65.00            3,629.92",Other Merchant Payment
2025-01-31,OUT,50,"Merchant Payment to 6768248 -      Completed                                          -50.00            3,694.92","TAV28EYLOG         2025-01-31 18:37:53   Merchant Payment to 6768248 -      Completed                                          -50.00            3,694.92",Other Merchant Payment
2025-01-31,OUT,50,"Merchant Payment to 6863863 -      Completed                                          -50.00            3,744.92","TAV78E5GYP         2025-01-31 18:34:14   Merchant Payment to 6863863 -      Completed                                          -50.00            3,744.92",Other Merchant Payment
2025-01-30,OUT,100,"Customer Payment to Small          Completed                                         -100.00            3,794.92","TAU149EIUL         2025-01-30 19:17:26   Customer Payment to Small          Completed                                         -100.00            3,794.92",Uncategorized
2025-01-30,OUT,737,"Merchant Payment to 7910774 -      Completed                                         -737.00            3,894.92","TAU1380I75         2025-01-30 15:50:17   Merchant Payment to 7910774 -      Completed                                         -737.00            3,894.92",Other Merchant Payment
2025-01-29,OUT,100,"Merchant Payment to 7438670 -      Completed                                         -100.00            4,631.92","TAT2Z1OCO6         2025-01-29 19:30:47   Merchant Payment to 7438670 -      Completed                                         -100.00            4,631.92",Other Merchant Payment
2025-01-29,OUT,70,"Merchant Payment to 6497873 -      Completed                                          -70.00            4,731.92","TAT5YZSG1B         2025-01-29 19:23:36   Merchant Payment to 6497873 -      Completed                                          -70.00            4,731.92",Other Merchant Payment
2025-01-29,OUT,50,"Merchant Payment to 6863863 -      Completed                                          -50.00            4,801.92","TAT5YZ8KFN         2025-01-29 19:21:28   Merchant Payment to 6863863 -      Completed                                          -50.00            4,801.92",Other Merchant Payment
2025-01-29,IN,200,"Funds received from -              Completed                         200.00                             4,851.92","TAT2YY8Y20         2025-01-29 19:17:34   Funds received from -              Completed                         200.00                             4,851.92",Income (P2P)
2025-01-29,OUT,7,"Customer Transfer of Funds         Completed                                           -7.00            4,651.92","TAT4YM3Y42         2025-01-29 18:24:06   Customer Transfer of Funds         Completed                                           -7.00            4,651.92",Uncategorized
2025-01-29,OUT,175,"Customer Transfer to -             Completed                                         -175.00            4,658.92","TAT4YM3Y42         2025-01-29 18:24:06   Customer Transfer to -             Completed                                         -175.00            4,658.92",Personal Transfers
2025-01-29,OUT,7,"Customer Transfer of Funds         Completed                                           -7.00            4,833.92","TAT3YEIRVJ         2025-01-29 17:45:22   Customer Transfer of Funds         Completed                                           -7.00            4,833.92",Uncategorized
2025-01-29,OUT,480,"Customer Transfer to -             Completed                                         -480.00            4,840.92","TAT3YEIRVJ         2025-01-29 17:45:22   Customer Transfer to -             Completed                                         -480.00            4,840.92",Personal Transfers
2025-01-29,OUT,6081,"Merchant Payment Online to         Completed                                       -6,081.00            5,320.92","TAT8Y5CAXE         2025-01-29 16:52:43   Merchant Payment Online to         Completed                                       -6,081.00            5,320.92",Other Merchant Payment
2025-01-29,OUT,20,"Recharge for Customer to           Completed                                          -20.00           11,401.92","TAT7XYQJMD         2025-01-29 16:11:17   Recharge for Customer to           Completed                                          -20.00           11,401.92",Uncategorized
2025-01-29,OUT,50,"Merchant Payment to 9226046 -      Completed                                          -50.00           11,421.92","TAT4XQCVV6         2025-01-29 15:12:20   Merchant Payment to 9226046 -      Completed                                          -50.00           11,421.92",Other Merchant Payment
2025-01-29,OUT,20,"Recharge for Customer to           Completed                                          -20.00           11,471.92","TAT9XCCSVX         2025-01-29 13:32:34   Recharge for Customer to           Completed                                          -20.00           11,471.92",Uncategorized
2025-01-29,OUT,550,"Merchant Payment to 6266850 -      Completed                                         -550.00           11,491.92","TAT4XC2H9G         2025-01-29 13:30:43   Merchant Payment to 6266850 -      Completed                                         -550.00           11,491.92",Other Merchant Payment
2025-01-28,OUT,100,"Customer Transfer of Funds         Completed                                         -100.00           12,041.92","TAS9VOB2RT         2025-01-28 22:37:01   Customer Transfer of Funds         Completed                                         -100.00           12,041.92",Uncategorized
2025-01-28,OUT,12000,"Customer Transfer to -             Completed                                      -12,000.00           12,141.92","TAS9VOB2RT         2025-01-28 22:37:01   Customer Transfer to -             Completed                                      -12,000.00           12,141.92",Personal Transfers
2025-01-28,OUT,7,"Customer Transfer of Funds         Completed                                           -7.00           24,141.92","TAS8VGLB68         2025-01-28 21:23:20   Customer Transfer of Funds         Completed                                           -7.00           24,141.92",Uncategorized
2025-01-28,OUT,170,"Customer Payment to Small          Completed                                         -170.00           24,148.92","TAS8VGLB68         2025-01-28 21:23:20   Customer Payment to Small          Completed                                         -170.00           24,148.92",Uncategorized
2025-01-28,OUT,70,"Merchant Payment to 5481238 -      Completed                                          -70.00           24,318.92","TAS0V7HE5Q         2025-01-28 20:28:17   Merchant Payment to 5481238 -      Completed                                          -70.00           24,318.92",Other Merchant Payment
2025-01-28,OUT,820,"Merchant Payment to 6494884 -      Completed                                         -820.00           24,388.92","TAS5UP6GR1         2025-01-28 19:05:52   Merchant Payment to 6494884 -      Completed                                         -820.00           24,388.92",Other Merchant Payment
2025-01-28,OUT,600,"Merchant Payment to 977621 -       Completed                                         -600.00           25,208.92","TAS1U1BECN         2025-01-28 17:02:12   Merchant Payment to 977621 -       Completed                                         -600.00           25,208.92",Other Merchant Payment
2025-01-28,OUT,15,"Customer Transfer to -             Completed                                          -15.00           25,808.92","TAS6TWVJDM         2025-01-28 16:33:25   Customer Transfer to -             Completed                                          -15.00           25,808.92",Personal Transfers
2025-01-28,OUT,850,"Merchant Payment to 6494884 -      Completed                                         -850.00           25,823.92","TAS0TNFOK4         2025-01-28 15:27:24   Merchant Payment to 6494884 -      Completed                                         -850.00           25,823.92",Other Merchant Payment
2025-01-28,OUT,50,"Customer Payment to Small          Completed                                          -50.00           26,673.92","TAS2TLL448         2025-01-28 15:14:09   Customer Payment to Small          Completed                                          -50.00           26,673.92",Uncategorized
2025-01-28,OUT,29,"Withdrawal Charge                  Completed                                          -29.00           26,723.92","TAS5TF01KP         2025-01-28 14:26:06   Withdrawal Charge                  Completed                                          -29.00           26,723.92",Uncategorized
2025-01-28,OUT,340,"Customer Withdrawal At Agent       Completed                                         -340.00           26,752.92","TAS5TF01KP         2025-01-28 14:26:06   Customer Withdrawal At Agent       Completed                                         -340.00           26,752.92",Uncategorized
2025-01-28,OUT,50,"Customer Transfer to -             Completed                                          -50.00           27,092.92","TAS5TB147D         2025-01-28 13:57:19   Customer Transfer to -             Completed                                          -50.00           27,092.92",Personal Transfers
2025-01-28,IN,26193,"Business Payment from 100200 - Completed                       26,193.00                               27,142.92","TAS8T99RWC         2025-01-28 13:45:19   Business Payment from 100200 - Completed                       26,193.00                               27,142.92",Income (Business)
2025-01-28,OUT,20,Recharge for Customer to           Completed                                          -20.00              949.92,TAS8T8FG3C         2025-01-28 13:39:35   Recharge for Customer to           Completed                                          -20.00              949.92,Uncategorized
2025-01-28,OUT,165,Merchant Payment to 6863863 -      Completed                                         -165.00              969.92,TAS8S7PP7G         2025-01-28 09:05:37   Merchant Payment to 6863863 -      Completed                                         -165.00              969.92,Other Merchant Payment
2025-01-28,OUT,5,"Pay Bill Charge                    Completed                                           -5.00            1,134.92","TAS2S75EXA         2025-01-28 09:01:02   Pay Bill Charge                    Completed                                           -5.00            1,134.92",Uncategorized
2025-01-28,OUT,200,"Pay Bill Online to 888880 - KPLC   Completed                                         -200.00            1,139.92","TAS2S75EXA         2025-01-28 09:01:02   Pay Bill Online to 888880 - KPLC   Completed                                         -200.00            1,139.92",Utilities
2025-01-27,OUT,100,"Merchant Payment to 6480227 -      Completed                                         -100.00            1,339.92","TAR5QDV2RV         2025-01-27 18:43:28   Merchant Payment to 6480227 -      Completed                                         -100.00            1,339.92",Other Merchant Payment
2025-01-27,OUT,7,"Customer Transfer of Funds         Completed                                           -7.00            1,439.92","TAR9Q976CT         2025-01-27 18:21:01   Customer Transfer of Funds         Completed                                           -7.00            1,439.92",Uncategorized
2025-01-27,OUT,145,"Customer Transfer to -             Completed                                         -145.00            1,446.92","TAR9Q976CT         2025-01-27 18:21:01   Customer Transfer to -             Completed                                         -145.00            1,446.92",Personal Transfers
2025-01-27,OUT,50,"Airtime Purchase                   Completed                                          -50.00            1,591.92","TAR3PAN2AX         2025-01-27 14:42:11   Airtime Purchase                   Completed                                          -50.00            1,591.92",Airtime/Data
2025-01-27,OUT,13,"Customer Transfer of Funds         Completed                                          -13.00            1,641.92","TAR9OUJOI9         2025-01-27 12:51:00   Customer Transfer of Funds         Completed                                          -13.00            1,641.92",Uncategorized
2025-01-27,OUT,600,"Customer Transfer to -             Completed                                         -600.00            1,654.92","TAR9OUJOI9         2025-01-27 12:51:00   Customer Transfer to -             Completed                                         -600.00            1,654.92",Personal Transfers
2025-01-26,OUT,50,"Airtime Purchase                   Completed                                          -50.00            2,254.92","TAQ7M0AVG3         2025-01-26 17:48:11   Airtime Purchase                   Completed                                          -50.00            2,254.92",Airtime/Data
2025-01-26,OUT,80,"Pay Bill to 516600 - DTB Account Completed                                            -80.00            2,304.92","TAQ5KRZ8ZP         2025-01-26 12:43:19   Pay Bill to 516600 - DTB Account Completed                                            -80.00            2,304.92",Uncategorized
2025-01-26,OUT,100,"Merchant Payment to 6863863 -      Completed                                         -100.00            2,384.92","TAQ9JYS79H         2025-01-26 08:42:00   Merchant Payment to 6863863 -      Completed                                         -100.00            2,384.92",Other Merchant Payment
2025-01-25,OUT,215,"Merchant Payment to 6480227 -      Completed                                         -215.00            2,484.92","TAP0HCZJSO         2025-01-25 16:08:08   Merchant Payment to 6480227 -      Completed                                         -215.00            2,484.92",Other Merchant Payment
2025-01-25,OUT,23,"Customer Bundle Purchase to        Completed                                          -23.00            2,699.92","TAP3HBUWG7         2025-01-25 16:00:31   Customer Bundle Purchase to        Completed                                          -23.00            2,699.92",Uncategorized
2025-01-25,OUT,450,"Merchant Payment to 6266850 -      Completed                                         -450.00            2,722.92","TAP5HBMHUX         2025-01-25 15:58:56   Merchant Payment to 6266850 -      Completed                                         -450.00            2,722.92",Other Merchant Payment
2025-01-24,OUT,80,"Customer Payment to Small          Completed                                          -80.00            3,172.92","TAO4DL28DW         2025-01-24 18:12:23   Customer Payment to Small          Completed                                          -80.00            3,172.92",Uncategorized
2025-01-24,IN,3050,"Funds received from -              Completed                    3,050.00                                3,252.92","TAO4DIP27O         2025-01-24 17:59:59   Funds received from -              Completed                    3,050.00                                3,252.92",Income (P2P)
2025-01-24,OUT,80,Customer Payment to Small          Completed                                          -80.00              202.92,TAO2DC203M         2025-01-24 17:23:25   Customer Payment to Small          Completed                                          -80.00              202.92,Uncategorized
2025-01-24,IN,150,Business Payment from 329299 - Completed                             150.00                               282.92,TAO3CS4VTJ         2025-01-24 15:08:57   Business Payment from 329299 - Completed                             150.00                               282.92,Income (Business)
2025-01-24,OUT,7,Customer Transfer of Funds         Completed                                           -7.00              132.92,TAO6CKNVKU         2025-01-24 14:15:39   Customer Transfer of Funds         Completed                                           -7.00              132.92,Uncategorized
2025-01-24,OUT,460,Customer Transfer to -      Completed                                                -460.00              139.92,TAO6CKNVKU         2025-01-24 14:15:39   Customer Transfer to -      Completed                                                -460.00              139.92,Personal Transfers
2025-01-24,OUT,20,Recharge for Customer to           Completed                                          -20.00              599.92,TAO5CI9IG7         2025-01-24 13:58:51   Recharge for Customer to           Completed                                          -20.00              599.92,Uncategorized
2025-01-24,OUT,235,Merchant Payment to 6863863 -      Completed                                         -235.00              619.92,TAO7BDIK8R         2025-01-24 08:57:29   Merchant Payment to 6863863 -      Completed                                         -235.00              619.92,Other Merchant Payment
2025-01-23,OUT,80,Customer Payment to Small          Completed                                          -80.00              854.92,TAN2939OBQ         2025-01-23 17:18:47   Customer Payment to Small          Completed                                          -80.00              854.92,Uncategorized
2025-01-23,OUT,20,Recharge for Customer to           Completed                                          -20.00              934.92,TAN78WS0F9         2025-01-23 16:36:07   Recharge for Customer to           Completed                                          -20.00              934.92,Uncategorized
2025-01-23,OUT,50,Customer Payment to Small          Completed                                          -50.00              954.92,TAN171EIID         2025-01-23 07:59:43   Customer Payment to Small          Completed                                          -50.00              954.92,Uncategorized
2025-01-23,OUT,80,"Customer Payment to Small          Completed                                          -80.00            1,004.92","TAN66W6KZW         2025-01-23 07:02:58   Customer Payment to Small          Completed                                          -80.00            1,004.92",Uncategorized
2025-01-22,OUT,22,"Recharge for Customer to           Completed                                          -22.00            1,084.92","TAM25V2DWE         2025-01-22 19:59:15   Recharge for Customer to           Completed                                          -22.00            1,084.92",Uncategorized
2025-01-22,OUT,7,"Customer Transfer of Funds         Completed                                           -7.00            1,106.92","TAM95DIEPJ         2025-01-22 18:45:58   Customer Transfer of Funds         Completed                                           -7.00            1,106.92",Uncategorized
2025-01-22,OUT,105,"Customer Transfer to -             Completed                                         -105.00            1,113.92","TAM95DIEPJ         2025-01-22 18:45:58   Customer Transfer to -             Completed                                         -105.00            1,113.92",Personal Transfers
2025-01-22,OUT,50,"Customer Payment to Small        Completed                                            -50.00            1,218.92","TAM93QA947         2025-01-22 12:04:03   Customer Payment to Small        Completed                                            -50.00            1,218.92",Uncategorized
2025-01-22,OUT,160,"Merchant Payment to 6110596 -      Completed                                         -160.00            1,268.92","TAM73FXEGV         2025-01-22 10:45:37   Merchant Payment to 6110596 -      Completed                                         -160.00            1,268.92",Other Merchant Payment
2025-01-22,OUT,20,"Recharge for Customer to           Completed                                          -20.00            1,428.92","TAM736RBEV         2025-01-22 09:34:42   Recharge for Customer to           Completed                                          -20.00            1,428.92",Uncategorized
2025-01-22,OUT,29,"Recharge for Customer to           Completed                                          -29.00            1,448.92","TAM136PCD7         2025-01-22 09:34:16   Recharge for Customer to           Completed                                          -29.00            1,448.92",Uncategorized
2025-01-22,OUT,5,"Pay Bill Charge                    Completed                                           -5.00            1,477.92","TAM333EL2P         2025-01-22 09:07:30   Pay Bill Charge                    Completed                                           -5.00            1,477.92",Uncategorized
2025-01-22,OUT,200,"Pay Bill Online to 888880 - KPLC   Completed                                         -200.00            1,482.92","TAM333EL2P         2025-01-22 09:07:30   Pay Bill Online to 888880 - KPLC   Completed                                         -200.00            1,482.92",Utilities
2025-01-21,IN,134.3,"GlobalPay reversal from 903470     Completed                         134.30                             1,682.92","TAL3Z9XY8J         2025-01-21 15:21:19   GlobalPay reversal from 903470     Completed                         134.30                             1,682.92",Uncategorized
2025-01-20,OUT,10,"Pay Bill Charge                    Completed                                          -10.00            1,548.62","TAK8X7VUK2         2025-01-20 22:46:05   Pay Bill Charge                    Completed                                          -10.00            1,548.62",Uncategorized
2025-01-20,OUT,1000,"Pay Bill Online to 888111 -        Completed                                       -1,000.00            1,558.62","TAK8X7VUK2         2025-01-20 22:46:05   Pay Bill Online to 888111 -        Completed                                       -1,000.00            1,558.62",Uncategorized
2025-01-20,OUT,51,"Customer Bundle Purchase to        Completed                                          -51.00            2,558.62","TAK4X4CB9A         2025-01-20 22:06:39   Customer Bundle Purchase to        Completed                                          -51.00            2,558.62",Uncategorized
2025-01-20,IN,1000,"Funds received from -              Completed                    1,000.00                                2,609.62","TAK1VUJSY9         2025-01-20 18:12:27   Funds received from -              Completed                    1,000.00                                2,609.62",Income (P2P)
2025-01-20,OUT,7,"Customer Transfer of Funds         Completed                                           -7.00            1,609.62","TAK5VPW3XL         2025-01-20 17:46:49   Customer Transfer of Funds         Completed                                           -7.00            1,609.62",Uncategorized
2025-01-20,OUT,105,"Customer Transfer to -             Completed                                         -105.00            1,616.62","TAK5VPW3XL         2025-01-20 17:46:49   Customer Transfer to -             Completed                                         -105.00            1,616.62",Personal Transfers
2025-01-20,OUT,65,"Merchant Payment to 6863863 -      Completed                                          -65.00            1,721.62","TAK8U6REFG         2025-01-20 11:19:57   Merchant Payment to 6863863 -      Completed                                          -65.00            1,721.62",Other Merchant Payment
2025-01-19,OUT,100,"Customer Payment to Small          Completed                                         -100.00            1,786.62","TAJ9RIQQEN         2025-01-19 17:21:46   Customer Payment to Small          Completed                                         -100.00            1,786.62",Uncategorized
2025-01-19,OUT,100,"Merchant Payment to 6863863 -      Completed                                         -100.00            1,886.62","TAJ9QZ4C7F         2025-01-19 15:06:52   Merchant Payment to 6863863 -      Completed                                         -100.00            1,886.62",Other Merchant Payment
2025-01-19,OUT,50,"Merchant Payment to 6480227 -      Completed                                          -50.00            1,986.62","TAJ4QYNZ24         2025-01-19 15:03:34   Merchant Payment to 6480227 -      Completed                                          -50.00            1,986.62",Other Merchant Payment
2025-01-19,OUT,400,"Merchant Payment to 6266850 -      Completed                                         -400.00            2,036.62","TAJ2QY73DE         2025-01-19 15:00:04   Merchant Payment to 6266850 -      Completed                                         -400.00            2,036.62",Other Merchant Payment
2025-01-19,IN,2050,"Funds received from -              Completed                    2,050.00                                2,436.62","TAJ7QHJ9O7         2025-01-19 12:57:39   Funds received from -              Completed                    2,050.00                                2,436.62",Income (P2P)
2025-01-19,OUT,20,Airtime Purchase                   Completed                                          -20.00              386.62,TAJ4PRT8I2         2025-01-19 09:25:57   Airtime Purchase                   Completed                                          -20.00              386.62,Airtime/Data
2025-01-18,OUT,70,Merchant Payment to 6480227 -      Completed                                          -70.00              406.62,TAI2N5C4LC         2025-01-18 16:21:01   Merchant Payment to 6480227 -      Completed                                          -70.00              406.62,Other Merchant Payment
2025-01-18,OUT,165,Merchant Payment to 6863863 -      Completed                                         -165.00              476.62,TAI3N4RBNF         2025-01-18 16:17:06   Merchant Payment to 6863863 -      Completed                                         -165.00              476.62,Other Merchant Payment
2025-01-18,OUT,13,Customer Transfer of Funds         Completed                                          -13.00              641.62,TAI9MNW4SP         2025-01-18 14:20:47   Customer Transfer of Funds         Completed                                          -13.00              641.62,Uncategorized
2025-01-18,OUT,600,Customer Transfer to -             Completed                                         -600.00              654.62,TAI9MNW4SP         2025-01-18 14:20:47   Customer Transfer to -             Completed                                         -600.00              654.62,Personal Transfers
2025-01-18,IN,230,"Funds received from -              Completed                         230.00                             1,254.62","TAI5MGT6OD         2025-01-18 13:33:25   Funds received from -              Completed                         230.00                             1,254.62",Income (P2P)
2025-01-18,IN,1000,"M-Shwari Withdraw                  Completed                    1,000.00                                1,024.62","TAI8L2TVZU         2025-01-18 06:45:58   M-Shwari Withdraw                  Completed                    1,000.00                                1,024.62",Savings/Loans
2025-01-18,OUT,50,Customer Payment to Small          Completed                                          -50.00                24.62,TAI2KWCAEY         2025-01-18 00:07:23   Customer Payment to Small          Completed                                          -50.00                24.62,Uncategorized
2025-01-17,OUT,60,Customer Transfer to -             Completed                                          -60.00                74.62,TAH6KSRZ74         2025-01-17 22:52:20   Customer Transfer to -             Completed                                          -60.00                74.62,Personal Transfers
2025-01-17,OUT,7,Customer Transfer of Funds         Completed                                         -7.00              134.62,TAH6KQTN1W         2025-01-17 22:28:43   Customer Transfer of Funds         Completed                                         -7.00              134.62,Uncategorized
2025-01-17,OUT,400,Customer Payment to Small          Completed                                       -400.00              141.62,TAH6KQTN1W         2025-01-17 22:28:43   Customer Payment to Small          Completed                                       -400.00              141.62,Uncategorized
2025-01-17,OUT,15,Customer Transfer to -             Completed                                        -15.00              541.62,TAH8KOWZ0C         2025-01-17 22:09:56   Customer Transfer to -             Completed                                        -15.00              541.62,Personal Transfers
2025-01-17,OUT,15,Customer Transfer to -             Completed                                        -15.00              556.62,TAH8K5I1RC         2025-01-17 20:13:23   Customer Transfer to -             Completed                                        -15.00              556.62,Personal Transfers
2025-01-17,IN,275,Funds received from -              Completed                       275.00                               571.62,TAH2JS42BI         2025-01-17 19:18:22   Funds received from -              Completed                       275.00                               571.62,Income (P2P)
2025-01-17,OUT,550,Merchant Payment to 6494884 -      Completed                                       -550.00              296.62,TAH5JRR4P3         2025-01-17 19:16:53   Merchant Payment to 6494884 -      Completed                                       -550.00              296.62,Other Merchant Payment
2025-01-17,OUT,25,Merchant Payment to 4001953 -      Completed                                        -25.00              846.62,TAH2JQ1N26         2025-01-17 19:09:49   Merchant Payment to 4001953 -      Completed                                        -25.00              846.62,Other Merchant Payment
2025-01-17,OUT,15,Customer Transfer to -             Completed                                        -15.00              871.62,TAH8JPFUP4         2025-01-17 19:07:15   Customer Transfer to -             Completed                                        -15.00              871.62,Personal Transfers
2025-01-17,OUT,100,Customer Transfer to -             Completed                                       -100.00              886.62,TAH3JE7DCD         2025-01-17 18:12:50   Customer Transfer to -             Completed                                       -100.00              886.62,Personal Transfers
2025-01-17,OUT,15,Customer Transfer to -             Completed                                        -15.00              986.62,TAH2JDM0HG         2025-01-17 18:09:41   Customer Transfer to -             Completed                                        -15.00              986.62,Personal Transfers
2025-01-17,IN,450,"Funds received from -              Completed                       450.00                             1,001.62","TAH0J9BB9Q         2025-01-17 17:46:02   Funds received from -              Completed                       450.00                             1,001.62",Income (P2P)
2025-01-17,OUT,900,Merchant Payment to 6494884 -      Completed                                       -900.00              551.62,TAH7J64Y6N         2025-01-17 17:27:50   Merchant Payment to 6494884 -      Completed                                       -900.00              551.62,Other Merchant Payment
2025-01-17,OUT,70,"Customer Payment to Small          Completed                                        -70.00            1,451.62","TAH5J521RB         2025-01-17 17:21:30   Customer Payment to Small          Completed                                        -70.00            1,451.62",Uncategorized
2025-01-17,OUT,24,"Recharge for Customer to           Completed                                        -24.00            1,521.62","TAH2J3QWC0         2025-01-17 17:13:37   Recharge for Customer to           Completed                                        -24.00            1,521.62",Uncategorized
2025-01-17,OUT,24,"Recharge for Customer to           Completed                                        -24.00            1,545.62","TAH3J3O0B1         2025-01-17 17:13:08   Recharge for Customer to           Completed                                        -24.00            1,545.62",Uncategorized
2025-01-17,OUT,50,"Customer Transfer to -             Completed                                        -50.00            1,569.62","TAH9H2USE3         2025-01-17 08:24:15   Customer Transfer to -             Completed                                        -50.00            1,569.62",Personal Transfers
2025-01-17,OUT,90,"Customer Transfer to -             Completed                                        -90.00            1,619.62","TAH4GX3T94         2025-01-17 07:29:43   Customer Transfer to -             Completed                                        -90.00            1,619.62",Personal Transfers
2025-01-16,OUT,80,"Customer Payment to Small          Completed                                        -80.00            1,709.62","TAG0EYHJXS         2025-01-16 17:34:42   Customer Payment to Small          Completed                                        -80.00            1,709.62",Uncategorized
2025-01-16,OUT,22,"Recharge for Customer to           Completed                                        -22.00            1,789.62","TAG6EOMVWS         2025-01-16 16:31:26   Recharge for Customer to           Completed                                        -22.00            1,789.62",Uncategorized
